"imei","gps_time","heart_time","lng","lat"
"864297800005909","1483183531","1483183531","111.041782","22.948819"
"864297800005909","1483184135","1483184135","111.002538","22.921392"
"864297800005909","1483185347","1483185347","111.006621","22.919645"
"864297800005909","1483185947","1483185947","111.006771","22.919698"
"864297800005909","1483187149","1483187149","110.994471","22.921875"
"864297800005909","1483187735","1483187735","111.001502","22.929778"
"864297800005909","1483188935","1483188935","110.999661","22.921592"
"864297800005909","1483189538","1483189538","110.999694","22.921631"
"864297800005909","1483190752","1483190752","110.999767","22.921696"
"864297800005909","1483191348","1483191348","110.999754","22.921698"
"864297800005909","1483192548","1483192548","110.999616","22.921549"
"864297800005909","1483193148","1483193148","110.999589","22.92155"
"864297800005909","1483194343","1483194343","110.999611","22.921645"
"864297800005909","1483194938","1483194938","110.999486","22.921496"
"864297800005909","1483196138","1483196138","110.999459","22.921513"
"864297800005909","1483196738","1483196738","110.999548","22.921601"
"864297800005909","1483197942","1483197942","111.000049","22.921419"
"864297800005909","1483198534","1483198534","111.013917","22.915357"
"864297800005909","1483199744","1483199744","111.013917","22.915357"
"864297800005909","1483200344","1483200344","111.013917","22.915357"
"864297800005909","1483201544","1483201544","111.013917","22.915357"
"864297800005909","1483202154","1483202154","111.013917","22.915357"
"864297800005909","1483203335","1483203335","111.013917","22.915357"
"864297800005909","1483203934","1483203934","111.013917","22.915357"
"864297800005909","1483205144","1483205144","111.013917","22.915357"
"864297800005909","1483205744","1483205744","111.013917","22.915357"
"864297800005909","1483206944","1483206944","111.014047","22.915396"
"864297800005909","1483207544","1483207544","111.014047","22.915396"
"864297800005909","1483208744","1483208744","111.014047","22.915396"
"864297800005909","1483209344","1483209344","111.014047","22.915396"
"864297800005909","1483210554","1483210554","111.013957","22.915357"
"864297800005909","1483211134","1483211134","111.013957","22.915357"
"864297800005909","1483212335","1483212335","111.013957","22.915357"
"864297800005909","1483212944","1483212944","111.013957","22.915357"
"864297800005909","1483214144","1483214144","111.013957","22.915357"
"864297800005909","1483214745","1483214745","111.013957","22.915357"
"864297800005909","1483215944","1483215944","111.013957","22.915357"
"864297800005909","1483216544","1483216544","111.013957","22.915357"
"864297800005909","1483217744","1483217744","111.013814","22.915352"
"864297800005909","1483218334","1483218334","111.013856","22.915262"
"864297800005909","1483219544","1483219544","111.013816","22.915315"
"864297800005909","1483220154","1483220154","111.014002","22.915389"
"864297800005909","1483221354","1483221354","111.013897","22.915359"
"864297800005909","1483221944","1483221944","111.013897","22.915359"
"864297800005909","1483223145","1483223145","111.013897","22.915359"
"864297800005909","1483223734","1483223734","111.013897","22.915359"
"864297800005909","1483224944","1483224944","111.013829","22.915272"
"864297800005909","1483225545","1483225545","111.013829","22.915272"
"864297800005909","1483226744","1483226744","111.013917","22.915357"
"864297800005909","1483227335","1483227335","111.013917","22.915357"
"864297800005909","1483228544","1483228544","111.013917","22.915357"
"864297800005909","1483229144","1483229144","111.014007","22.915314"
"864297800005909","1483230343","1483230343","111.013927","22.915255"
"864297800005909","1483230944","1483230944","111.013929","22.915354"
"864297800005909","1483232133","1483232133","111.013929","22.915354"
"864297800005909","1483232733","1483232733","111.013929","22.915354"
"864297800005909","1483233943","1483233943","111.013929","22.915354"
"864297800005909","1483234543","1483234543","111.013929","22.915354"
"864297800005909","1483235953","1483235953","111.013929","22.915354"
"864297800005909","1483237543","1483237543","111.013856","22.91529"
"864297800005909","1483238154","1483238154","111.013856","22.91529"
"864297800005909","1483239343","1483239343","111.013856","22.91529"
"864297800005909","1483239944","1483239944","111.013856","22.91529"
"864297800005909","1483241144","1483241144","111.013968","22.915472"
"864297800005909","1483241743","1483241743","111.013968","22.915472"
"864297800005909","1483242943","1483242943","111.005782","22.921984"
"864297800005909","1483243543","1483243543","111.005921","22.921802"
"864297800005909","1483244737","1483244737","111.009814","22.930111"
"864297800005909","1483245341","1483245341","111.009866","22.930096"
"864297800005909","1483246761","1483246761","111.009837","22.930139"
"864297800005909","1483247141","1483247141","111.009871","22.930227"
"864297800005909","1483248341","1483248341","111.009932","22.930036"
"864297800005909","1483248941","1483248941","111.009922","22.930232"
"864297800005909","1483250141","1483250141","111.009939","22.930222"
"864297800005909","1483250741","1483250741","111.009977","22.930256"
"864297800005909","1483251939","1483251939","111.013879","22.91542"
"864297800005909","1483252540","1483252540","111.013879","22.91542"
"864297800005909","1483253739","1483253739","111.013879","22.91542"
"864297800005909","1483254339","1483254339","111.013879","22.91542"
"864297800005909","1483255539","1483255539","111.013879","22.91542"
"864297800005909","1483256139","1483256139","111.013879","22.91542"
"864297800005909","1483257343","1483257343","111.001956","22.919815"
"864297800005909","1483257943","1483257943","111.021338","22.928431"
"864297800005909","1483259145","1483259145","111.013877","22.91533"
"864297800005909","1483259739","1483259739","111.013877","22.91533"
"864297800005909","1483260939","1483260939","111.01375","22.915455"
"864297800005909","1483261539","1483261539","111.013837","22.915409"
"864297800005909","1483262729","1483262729","111.013711","22.915368"
"864297800005909","1483263329","1483263329","111.013801","22.915367"
"864297800005909","1483264540","1483264540","111.013801","22.915367"
"864297800005909","1483265139","1483265139","111.013801","22.915367"
"864297800005909","1483266340","1483266340","111.013801","22.915367"
"864297800005909","1483266939","1483266939","111.013801","22.915367"
"864297800005909","1483268139","1483268139","111.013869","22.915292"
"864297800005909","1483268749","1483268749","111.01405","22.915374"
"864297800005909","1483269935","1483269935","111.000869","22.923822"
"864297800005909","1483270537","1483270537","110.999156","22.914253"
"864297800005909","1483271749","1483271749","110.809589","22.895332"
"864297800005909","1483272343","1483272343","110.670492","22.864773"
"864297800005909","1483273544","1483273544","110.367972","22.812072"
"864297800005909","1483274143","1483274143","110.276767","22.709854"
"864297800005909","1483275342","1483275342","110.112177","22.454325"
"864297800005909","1483275943","1483275943","110.051301","22.297363"
"864297800005909","1483277134","1483277134","109.998786","22.265679"
"864297800005909","1483277733","1483277733","109.99887","22.265602"
"864297800005909","1483278943","1483278943","109.998699","22.266063"
"864297800005909","1483279543","1483279543","109.9864","22.274674"
"864297800005909","1483280743","1483280743","109.983478","22.277567"
"864297800005909","1483281354","1483281354","109.983535","22.277587"
"864297800005909","1483282556","1483282556","109.991477","22.267191"
"864297800005909","1483283144","1483283144","109.998795","22.265804"
"864297800005909","1483284336","1483284336","109.998664","22.26593"
"864297800005909","1483284944","1483284944","109.998554","22.265958"
"864297800005909","1483286146","1483286146","109.998742","22.265917"
"864297800005909","1483286734","1483286734","109.99886","22.265868"
"864297800005909","1483287934","1483287934","109.99882","22.265888"
"864297800005909","1483288544","1483288544","109.998993","22.265839"
"864297800005909","1483289734","1483289734","109.998652","22.265842"
"864297800005909","1483290334","1483290334","109.998748","22.265747"
"864297800005909","1483291546","1483291546","109.998902","22.266076"
"864297800005909","1483292134","1483292134","109.998757","22.266031"
"864297800005909","1483293346","1483293346","109.998785","22.265961"
"864297800005909","1483293944","1483293944","109.998752","22.265869"
"864297800005909","1483295134","1483295134","109.998835","22.265858"
"864297800005909","1483295744","1483295744","109.998733","22.265734"
"864297800005909","1483296934","1483296934","109.998724","22.265853"
"864297800005909","1483297544","1483297544","109.99898","22.266007"
"864297800005909","1483298746","1483298746","109.998918","22.265936"
"864297800005909","1483299344","1483299344","109.998709","22.265783"
"864297800005909","1483300534","1483300534","109.99886","22.26589"
"864297800005909","1483301144","1483301144","109.998873","22.265883"
"864297800005909","1483302334","1483302334","109.998794","22.266082"
"864297800005909","1483302944","1483302944","109.998797","22.266019"
"864297800005909","1483304144","1483304144","109.998868","22.265827"
"864297800005909","1483304734","1483304734","109.998868","22.265827"
"864297800005909","1483305946","1483305946","109.998773","22.265841"
"864297800005909","1483306534","1483306534","109.998808","22.265622"
"864297800005909","1483307746","1483307746","109.998748","22.265562"
"864297800005909","1483308354","1483308354","109.998827","22.266005"
"864297800005909","1483309546","1483309546","109.998723","22.265678"
"864297800005909","1483310134","1483310134","109.998891","22.265711"
"864297800005909","1483311334","1483311334","109.998728","22.265756"
"864297800005909","1483311934","1483311934","109.998696","22.265663"
"864297800005909","1483313146","1483313146","109.998643","22.265682"
"864297800005909","1483313734","1483313734","109.998685","22.265931"
"864297800005909","1483314944","1483314944","109.998808","22.265867"
"864297800005909","1483315544","1483315544","109.99876","22.266236"
"864297800005909","1483316746","1483316746","109.998685","22.265876"
"864297800005909","1483317348","1483317348","110.012089","22.248629"
"864297800005909","1483318540","1483318540","109.96998","22.07338"
"864297800005909","1483319142","1483319142","110.004174","22.100556"
"864297800005909","1483320346","1483320346","110.010731","22.111758"
"864297800005909","1483320942","1483320942","110.010731","22.111758"
"864297800005909","1483322152","1483322152","110.010731","22.111758"
"864297800005909","1483322742","1483322742","110.010731","22.111758"
"864297800005909","1483323932","1483323932","110.010731","22.111758"
"864297800005909","1483324542","1483324542","110.010731","22.111758"
"864297800005909","1483325742","1483325742","110.010731","22.111758"
"864297800005909","1483326342","1483326342","110.010731","22.111758"
"864297800005909","1483327542","1483327542","110.010703","22.111583"
"864297800005909","1483328144","1483328144","110.004693","22.096664"
"864297800005909","1483329334","1483329334","110.053904","22.033395"
"864297800005909","1483329938","1483329938","110.053801","22.033538"
"864297800005909","1483331148","1483331148","110.053801","22.033538"
"864297800005909","1483331738","1483331738","110.053801","22.033538"
"864297800005909","1483333098","1483333098","110.053801","22.033538"
"864297800005909","1483333534","1483333534","110.053801","22.033538"
"864297800005909","1483334732","1483334732","110.053801","22.033538"
"864297800005909","1483335334","1483335334","110.053801","22.033538"
"864297800005909","1483336534","1483336534","110.016153","22.080792"
"864297800005909","1483337146","1483337146","110.005153","22.102527"
"864297800005909","1483338348","1483338348","110.01083","22.111791"
"864297800005909","1483338948","1483338948","110.01083","22.111791"
"864297800005909","1483340128","1483340128","110.01083","22.111791"
"864297800005909","1483340738","1483340738","110.01083","22.111791"
"864297800005909","1483341938","1483341938","110.01083","22.111791"
"864297800005909","1483342538","1483342538","110.01083","22.111791"
"864297800005909","1483343748","1483343748","110.01083","22.111791"
"864297800005909","1483344348","1483344348","110.01083","22.111791"
"864297800005909","1483345536","1483345536","110.006524","22.107046"
"864297800005909","1483346132","1483346132","110.01252","22.081592"
"864297800005909","1483347340","1483347340","110.017665","22.053447"
"864297800005909","1483347942","1483347942","110.004765","22.097245"
"864297800005909","1483349130","1483349130","110.003148","22.092481"
"864297800005909","1483349752","1483349752","109.958303","22.076621"
"864297800005909","1483350936","1483350936","109.978587","22.175767"
"864297800005909","1483351536","1483351536","109.995454","22.257831"
"864297800005909","1483352738","1483352738","109.998888","22.265719"
"864297800005909","1483353348","1483353348","109.998759","22.265934"
"864297800005909","1483354544","1483354544","109.990479","22.265254"
"864297800005909","1483355146","1483355146","109.990407","22.265331"
"864297800005909","1483356344","1483356344","109.990332","22.265513"
"864297800005909","1483356938","1483356938","109.995764","22.265663"
"864297800005909","1483358140","1483358140","109.993291","22.266135"
"864297800005909","1483358740","1483358740","109.993277","22.265778"
"864297800005909","1483359950","1483359950","109.998776","22.265707"
"864297800005909","1483360546","1483360546","109.998734","22.265861"
"864297800005909","1483361740","1483361740","109.99888","22.265691"
"864297800005909","1483362340","1483362340","109.998843","22.265715"
"864297800005909","1483363540","1483363540","109.998874","22.265963"
"864297800005909","1483364130","1483364130","109.998721","22.265748"
"864297800005909","1483365340","1483365340","109.998814","22.266164"
"864297800005909","1483365946","1483365946","109.998609","22.26613"
"864297800005909","1483367150","1483367150","109.99878","22.265717"
"864297800005909","1483367738","1483367738","109.998778","22.265822"
"864297800005909","1483368928","1483368928","109.998734","22.265911"
"864297800005909","1483369548","1483369548","109.998685","22.265971"
"864297800005909","1483370748","1483370748","109.99886","22.266018"
"864297800005909","1483371338","1483371338","109.998702","22.265843"
"864297800005909","1483372538","1483372538","109.99872","22.26587"
"864297800005909","1483373146","1483373146","109.998893","22.265854"
"864297800005909","1483374337","1483374337","109.998932","22.266113"
"864297800005909","1483374947","1483374947","109.99884","22.266032"
"864297800005909","1483376147","1483376147","109.99887","22.266035"
"864297800005909","1483376747","1483376747","109.99909","22.266206"
"864297800005909","1483377947","1483377947","109.998855","22.265878"
"864297800005909","1483378537","1483378537","109.998832","22.265983"
"864297800005909","1483379747","1483379747","109.998782","22.265862"
"864297800005909","1483380337","1483380337","109.998833","22.265727"
"864297800005909","1483381537","1483381537","109.998865","22.265917"
"864297800005909","1483382147","1483382147","109.998834","22.266117"
"864297800005909","1483383347","1483383347","109.998775","22.265509"
"864297800005909","1483383947","1483383947","109.998836","22.265895"
"864297800005909","1483385137","1483385137","109.998773","22.265737"
"864297800005909","1483385747","1483385747","109.998853","22.265917"
"864297800005909","1483386947","1483386947","109.998864","22.26596"
"864297800005909","1483387537","1483387537","109.998585","22.265737"
"864297800005909","1483388747","1483388747","109.998844","22.265943"
"864297800005909","1483389337","1483389337","109.999011","22.265867"
"864297800005909","1483390547","1483390547","109.998835","22.265843"
"864297800005909","1483391147","1483391147","109.99894","22.265931"
"864297800005909","1483392337","1483392337","109.998808","22.265458"
"864297800005909","1483392947","1483392947","109.998781","22.265704"
"864297800005909","1483394137","1483394137","109.99873","22.265611"
"864297800005909","1483394747","1483394747","109.998935","22.266139"
"864297800005909","1483395937","1483395937","109.998846","22.26582"
"864297800005909","1483396537","1483396537","109.998796","22.265859"
"864297800005909","1483397747","1483397747","109.998746","22.265812"
"864297800005909","1483398347","1483398347","109.99877","22.265706"
"864297800005909","1483399547","1483399547","109.998925","22.265951"
"864297800005909","1483400137","1483400137","109.99893","22.265898"
"864297800005909","1483401337","1483401337","109.99871","22.265985"
"864297800005909","1483401947","1483401947","109.998742","22.266014"
"864297800005909","1483403147","1483403147","109.998787","22.266081"
"864297800005909","1483403737","1483403737","109.998976","22.265862"
"864297800005909","1483404937","1483404937","109.998916","22.265864"
"864297800005909","1483405547","1483405547","109.99883","22.265683"
"864297800005909","1483406737","1483406737","109.99891","22.265761"
"864297800005909","1483407337","1483407337","109.998835","22.265662"
"864297800005909","1483428451","1483428451","110.013069","22.05008"
"864297800005909","1483430257","1483430257","110.01321","22.081701"
"864297800005909","1483432051","1483432051","110.017631","22.078206"
"864297800005909","1483433853","1483433853","110.004218","22.264767"
"864297800005909","1483435639","1483435639","109.999086","22.265906"
"864297800005909","1483437449","1483437449","109.998823","22.265897"
"864297800005909","1483439257","1483439257","109.998838","22.265792"
"864297800005909","1483441047","1483441047","109.998833","22.265853"
"864297800005909","1483442847","1483442847","109.998542","22.266094"
"864297800005909","1483444647","1483444647","109.998835","22.26587"
"864297800005909","1483446457","1483446457","109.998777","22.265874"
"864297800005909","1483448257","1483448257","109.998855","22.265715"
"864297800005909","1483450047","1483450047","109.998836","22.265872"
"864297800005909","1483451849","1483451849","109.989552","22.264695"
"864297800005909","1483453665","1483453665","109.989899","22.26567"
"864297800005909","1483455445","1483455445","109.98977","22.26577"
"864297800005909","1483457255","1483457255","109.989762","22.265799"
"864297800005909","1483459055","1483459055","109.98965","22.265755"
"864297800005909","1483460855","1483460855","109.989875","22.265795"
"864297800005909","1483462641","1483462641","109.989045","22.274654"
"864297800005909","1483464441","1483464441","109.998873","22.265793"
"864297800005909","1483466253","1483466253","109.998886","22.265763"
"864297800005909","1483468053","1483468053","109.998812","22.265987"
"864297800005909","1483469861","1483469861","109.99892","22.265893"
"864297800005909","1483471663","1483471663","109.998759","22.265889"
"864297800005909","1483473453","1483473453","109.998761","22.265821"
"864297800005909","1483475253","1483475253","109.998788","22.265802"
"864297800005909","1483477043","1483477043","109.998806","22.265879"
"864297800005909","1483478863","1483478863","109.99888","22.265867"
"864297800005909","1483480653","1483480653","109.998781","22.265752"
"864297800005909","1483482443","1483482443","109.998726","22.265758"
"864297800005909","1483484243","1483484243","109.998753","22.265764"
"864297800005909","1483486053","1483486053","109.998891","22.265823"
"864297800005909","1483487853","1483487853","109.998749","22.265911"
"864297800005909","1483489653","1483489653","109.998815","22.265927"
"864297800005909","1483491453","1483491453","109.998881","22.26588"
"864297800005909","1483493253","1483493253","109.998885","22.265798"
"864297800005909","1483495063","1483495063","109.998835","22.265793"
"864297800005909","1483496843","1483496843","109.998746","22.265722"
"864297800005909","1483498653","1483498653","109.998745","22.265966"
"864297800005909","1483500453","1483500453","109.998839","22.265972"
"864297800005909","1483502243","1483502243","109.986706","22.255371"
"864297800005909","1483504049","1483504049","109.99878","22.265729"
"864297800005909","1483506139","1483506139","109.998933","22.266006"
"864297800005909","1483507649","1483507649","109.998828","22.265708"
"864297800005909","1483511149","1483511149","109.99873","22.265449"
"864297800005909","1483513229","1483513229","109.998878","22.265624"
"864297800005909","1483515041","1483515041","109.993762","22.26608"
"864297800005909","1483516829","1483516829","109.998873","22.265852"
"864297800005909","1483518641","1483518641","109.998745","22.265822"
"864297800005909","1483520425","1483520425","109.988681","22.271959"
"864297800005909","1483522429","1483522429","109.987669","22.259463"
"864297800005909","1483524239","1483524239","109.98753","22.259403"
"864297800005909","1483529227","1483529227","109.98968","22.265167"
"864297800005909","1483531023","1483531023","109.998785","22.265901"
"864297800005909","1483532821","1483532821","109.988602","22.26809"
"864297800005909","1483534629","1483534629","109.993215","22.256994"
"864297800005909","1483536435","1483536435","109.993453","22.256867"
"864297800005909","1483538225","1483538225","109.99338","22.257031"
"864297800005909","1483540025","1483540025","109.993473","22.257097"
"864297800005909","1483541825","1483541825","109.993473","22.257097"
"864297800005909","1483543615","1483543615","109.993441","22.256766"
"864297800005909","1483545431","1483545431","109.999045","22.26602"
"864297800005909","1483547221","1483547221","109.998871","22.265885"
"864297800005909","1483549021","1483549021","109.998826","22.26587"
"864297800005909","1483550831","1483550831","109.998805","22.265956"
"864297800005909","1483552631","1483552631","109.998866","22.265713"
"864297800005909","1483554431","1483554431","109.998746","22.265722"
"864297800005909","1483556234","1483556234","109.998815","22.265728"
"864297800005909","1483558028","1483558028","109.998715","22.265715"
"864297800005909","1483559828","1483559828","109.9987","22.265875"
"864297800005909","1483561634","1483561634","109.998822","22.266002"
"864297800005909","1483563434","1483563434","109.998876","22.26593"
"864297800005909","1483565228","1483565228","109.998756","22.265641"
"864297800005909","1483567028","1483567028","109.99873","22.265762"
"864297800005909","1483568828","1483568828","109.998649","22.26581"
"864297800005909","1483570628","1483570628","109.998731","22.265786"
"864297800005909","1483572428","1483572428","109.998662","22.265935"
"864297800005909","1483574228","1483574228","109.998745","22.265907"
"864297800005909","1483576018","1483576018","109.99874","22.265872"
"864297800005909","1483577818","1483577818","110.001569","22.265071"
"864297800005909","1483579626","1483579626","109.962635","22.252245"
"864297800005909","1483581420","1483581420","109.956358","22.077383"
"864297800005909","1483583224","1483583224","110.083908","21.908117"
"864297800005909","1483585030","1483585030","110.128595","21.723984"
"864297800005909","1483586818","1483586818","110.257122","21.634852"
"864297800005909","1483588626","1483588626","110.390943","21.503943"
"864297800005909","1483590426","1483590426","110.631785","21.640772"
"864297800005909","1483592334","1483592334","110.683774","21.620347"
"864297800005909","1483594020","1483594020","110.672516","21.668545"
"864297800005909","1483595830","1483595830","110.672518","21.668479"
"864297800005909","1483597620","1483597620","110.672518","21.668479"
"864297800005909","1483599420","1483599420","110.672518","21.668479"
